Player,Color,Opponent,PlayerElo,OpponentElo,Result,Date,UTCTime,Opening,NumMoves
player_30,Black,opponent_0393,2296,2383,0-1,2025-10-01,05:16:18,Scandinavian Defense,32
player_34,White,opponent_0784,2225,2164,1-0,2025-10-01,05:17:08,French Defense: Advance Variation,63
player_30,White,opponent_0430,2304,2359,1-0,2025-10-01,05:17:15,Yusupov-Rubinstein System,77
player_07,White,opponent_0730,2047,2057,0-1,2025-10-01,05:18:07,Indian Defense: Wade-Tartakower Defense,100
player_40,Black,opponent_1067,2253,2192,0-1,2025-10-01,05:18:09,French Defense: Normal Variation,36
player_34,Black,opponent_1447,2230,2244,0-1,2025-10-01,05:19:15,Scandinavian Defense: Main Line,86
player_40,White,opponent_1067,2258,2187,0-1,2025-10-01,05:19:21,Van't Kruijs Opening,66
player_10,White,opponent_1671,1983,1981,1-0,2025-10-01,05:19:06,Benoni Defense: HromÇ­dka System,79
player_30,Black,opponent_1958,2310,2310,1-0,2025-10-01,05:19:31,Queen's Gambit Declined: Marshall Defense,83
player_07,Black,opponent_0991,2041,2054,1-0,2025-10-01,05:20:25,"Queen's Pawn Game: London System, with e6",71
player_30,White,opponent_0583,2304,2402,1-0,2025-10-01,05:21:24,Sicilian Defense: Closed,121
player_34,White,opponent_1447,2236,2238,1-0,2025-10-01,05:21:39,French Defense: Advance Variation,79
player_40,White,opponent_0863,2251,2234,1-0,2025-10-01,05:22:25,Van't Kruijs Opening,61
player_07,Black,opponent_0059,2036,1997,0-1,2025-10-01,05:22:44,Saragossa Opening,92
player_10,Black,opponent_1846,1989,2043,1-0,2025-10-01,05:22:32,English Opening: Symmetrical Variation,55
player_30,White,opponent_1974,2312,2327,1-0,2025-10-01,05:23:39,Benoni Defense: Old Benoni,17
player_34,Black,opponent_1447,2242,2233,0-1,2025-10-01,05:23:49,Four Knights Game: Italian Variation,84
player_30,White,opponent_0768,2318,2347,0-1,2025-10-01,05:23:56,Van Geet Opening,80
player_10,Black,opponent_0260,1984,1996,1-0,2025-10-01,05:24:08,English Opening: King's English Variation,57
player_40,Black,opponent_0494,2256,2263,0-1,2025-10-01,05:24:37,Horwitz Defense,62
player_07,Black,opponent_0346,2046,2017,1-0,2025-10-01,05:25:27,Nimzowitsch Defense: Colorado Countergambit,95
player_07,White,opponent_0346,2041,2022,1-0,2025-10-01,05:25:05,Queen's Pawn Game: Zukertort Variation,23
player_30,White,opponent_2008,2313,2339,1-0,2025-10-01,05:26:05,Englund Gambit Declined: Reversed French,29
player_34,White,opponent_1711,2247,2196,0-1,2025-10-01,05:26:19,Blackmar-Diemer Gambit: Blackmar Gambit,116
player_07,White,opponent_1123,2040,2033,1-0,2025-10-01,05:27:46,Torre Attack: Classical Defense,129
player_34,Black,opponent_1719,2241,2240,1-0,2025-10-01,05:28:53,Hungarian Opening,103
player_10,Black,opponent_0428,1979,1947,1-0,2025-10-01,05:29:13,Sicilian Defense: Smith-Morra Gambit,77
player_07,Black,opponent_0571,2046,2061,1-0,2025-10-01,05:30:14,Hungarian Opening: Catalan Formation,63
player_34,Black,opponent_0102,2235,2215,1-0,2025-10-01,05:31:09,Queen's Gambit Declined: Austrian Defense,65
player_10,White,opponent_1001,1973,1937,0-1,2025-10-01,05:31:24,Queen's Gambit Declined: Marshall Defense,76
player_40,White,opponent_0863,2262,2234,0-1,2025-10-01,05:32:02,Van't Kruijs Opening,62
player_07,White,opponent_0590,2047,2114,0-1,2025-10-01,05:32:51,English Defense,12
player_07,White,opponent_1768,2041,2074,1-0,2025-10-01,05:32:27,Benoni Defense: Old Benoni,21
player_07,Black,opponent_0590,2042,2119,1-0,2025-10-01,05:33:02,Hungarian Opening: Catalan Formation,95
player_34,White,opponent_0909,2229,2224,1-0,2025-10-01,05:33:19,"Sicilian Defense: Smith-Morra Gambit Accepted, Danish Variation",55
player_10,White,opponent_0987,1966,1997,1-0,2025-10-01,05:33:41,Queen's Gambit Declined: Queen's Knight Variation,95
player_07,White,opponent_0590,2038,2123,0-1,2025-10-01,05:34:59,English Defense,76
player_40,Black,opponent_1373,2256,2262,0-1,2025-10-01,05:34:38,French Defense: Normal Variation,70
player_34,White,opponent_0138,2235,2252,1-0,2025-10-01,05:35:12,French Defense: Advance Variation,75
player_10,White,opponent_1475,1973,1959,1-0,2025-10-01,05:36:04,Old Indian Defense,77
player_40,Black,opponent_0802,2262,2222,1-0,2025-10-01,05:37:15,English Defense,79
player_07,Black,opponent_0590,2033,2128,1-0,2025-10-01,05:37:00,Hungarian Opening: Catalan Formation,77
player_34,Black,opponent_1656,2241,2232,1-0,2025-10-01,05:37:20,"Queen's Pawn Game: Chigorin Variation, Irish Gambit",61
player_10,White,opponent_0807,1978,2006,1-0,2025-10-01,05:38:13,Old Indian Defense,61
player_07,White,opponent_0590,2029,2132,0-1,2025-10-01,05:38:50,English Defense,104
player_34,Black,opponent_0854,2235,2276,1-0,2025-10-01,05:39:11,Bird Opening: Dutch Variation,63
player_40,White,opponent_1204,2256,2203,1-0,2025-10-01,05:39:51,Van't Kruijs Opening,29
player_10,Black,opponent_1632,1984,1999,1-0,2025-10-01,05:39:51,Sicilian Defense: Smith-Morra Gambit Deferred,37
player_40,White,opponent_1689,2261,2236,0-1,2025-10-01,05:41:01,Van't Kruijs Opening,64
player_34,Black,opponent_1577,2230,2232,1-0,2025-10-01,05:41:05,Queen's Gambit Declined: Austrian Defense,83
player_10,Black,opponent_1080,1979,2053,1-0,2025-10-01,05:41:11,Semi-Slav Defense,85
player_07,Black,opponent_0590,2025,2136,1-0,2025-10-01,05:41:07,Hungarian Opening: Catalan Formation,75
player_34,White,opponent_1471,2224,2281,1-0,2025-10-01,05:43:20,Horwitz Defense,67
player_40,Black,opponent_1689,2255,2243,1-0,2025-10-01,05:43:16,English Opening: Agincourt Defense,73
player_10,White,opponent_0276,1974,1981,0-1,2025-10-01,05:43:26,Modern Defense: Averbakh System,52
player_07,White,opponent_0590,2021,2140,0-1,2025-10-01,05:43:06,English Defense,98
player_10,Black,opponent_0278,1969,1942,1-0,2025-10-01,05:45:04,"Queen's Gambit Declined: Chigorin Defense, Exchange Variation",77
player_07,Black,opponent_0590,2017,2144,0-1,2025-10-01,05:45:17,Hungarian Opening: Catalan Formation,62
player_34,White,opponent_0628,2231,2209,1-0,2025-10-01,05:45:38,French Defense: Advance Variation,25
player_40,Black,opponent_1975,2249,2392,0-1,2025-10-01,05:45:51,Hungarian Opening,44
player_34,White,opponent_0661,2236,2189,0-1,2025-10-01,05:46:12,Lion Defense: Anti-Philidor,76
player_40,White,opponent_0411,2257,2214,1-0,2025-10-01,05:47:14,Van't Kruijs Opening,107
player_07,White,opponent_1945,2025,2092,1-0,2025-10-01,05:47:16,Horwitz Defense,63
player_10,White,opponent_1833,1963,1927,1-0,2025-10-01,05:47:18,"Nimzo-Indian Defense: Normal Variation, Gligoric System",55
player_34,Black,opponent_1077,2230,2191,0-1,2025-10-01,05:48:24,"English Opening: King's English Variation, Reversed Sicilian",68
player_07,Black,opponent_1973,2032,2004,0-1,2025-10-01,05:49:21,Nimzowitsch Defense: Colorado Countergambit Accepted,26
player_34,Black,opponent_0934,2235,2232,1-0,2025-10-01,05:49:57,Zukertort Opening: Tennison Gambit,45
player_07,White,opponent_0418,2037,2067,1-0,2025-10-01,05:50:40,Torre Attack: Classical Defense,20
player_36,White,opponent_1501,1844,1863,0-1,2025-10-01,05:50:40,Modern Defense: Pseudo-Austrian Attack,60
player_40,White,opponent_0076,2262,2231,1-0,2025-10-01,05:50:57,Van't Kruijs Opening,85
player_07,White,opponent_0022,2044,2047,1-0,2025-10-01,05:51:00,Zukertort Opening: Vos Gambit,53
player_34,White,opponent_1892,2229,2241,0-1,2025-10-01,05:51:03,"Sicilian Defense: Smith-Morra Gambit Accepted, Danish Variation",64
player_10,Black,opponent_1756,1968,1966,1-0,2025-10-01,05:52:26,"Queen's Gambit Declined: Chigorin Defense, Tartakower Gambit",63
player_07,Black,opponent_1127,2049,2009,1-0,2025-10-01,05:52:26,Queen's Pawn Game,79
player_40,Black,opponent_0669,2267,2251,0-1,2025-10-01,05:53:05,English Defense,20
player_34,White,opponent_0173,2224,2154,1-0,2025-10-01,05:52:44,King's Gambit Accepted: MacLeod Defense,69
player_36,Black,opponent_1444,1838,1791,0-1,2025-10-01,05:52:44,Pirc Defense: Classical Variation,60
player_40,Black,opponent_1948,2273,2206,0-1,2025-10-01,05:53:43,English Defense,74
player_10,Black,opponent_1776,1962,1880,0-1,2025-10-01,05:54:16,Queen's Gambit Declined: Chigorin Defense,34
player_07,White,opponent_1114,2043,2052,1-0,2025-10-01,05:54:32,Queen's Pawn Game: Torre Attack,75
player_34,Black,opponent_0127,2228,2200,0-1,2025-10-01,05:55:05,Englund Gambit Declined: Reversed Krebs,62
player_36,Black,opponent_0932,1843,1755,0-1,2025-10-01,05:54:59,Pirc Defense: Austrian Attack,50
player_40,White,opponent_1153,2277,2239,0-1,2025-10-01,05:56:05,Van't Kruijs Opening,82
player_10,Black,opponent_1245,1967,2017,1-0,2025-10-01,05:56:02,Grob Opening,69
player_34,White,opponent_0127,2234,2195,1-0,2025-10-01,05:56:55,French Defense: Advance Variation,21
player_36,Black,opponent_0750,1848,1761,0-1,2025-10-01,05:57:02,Nimzo-Larsen Attack,80
player_07,White,opponent_0275,2049,2038,0-1,2025-10-01,05:56:54,Queen's Pawn Game,82
player_34,Black,opponent_0012,2239,2259,0-1,2025-10-01,05:57:22,Englund Gambit: Soller Gambit,84
player_10,White,opponent_0485,1962,1940,1-0,2025-10-01,05:58:20,King's Indian Defense: Orthodox Variation,79
player_40,Black,opponent_0220,2271,2216,0-1,2025-10-01,05:58:44,English Defense,22
player_07,White,opponent_0346,2043,2034,0-1,2025-10-01,05:58:55,Dutch Defense,80
player_40,White,opponent_1887,2276,2289,1-0,2025-10-01,05:59:16,Van't Kruijs Opening,53
player_36,White,opponent_1367,1852,1833,1-0,2025-10-01,05:59:11,Scandinavian Defense,73
player_34,White,opponent_1892,2245,2262,0-1,2025-10-01,05:59:51,Sicilian Defense: Smith-Morra Gambit Accepted,64
player_10,Black,opponent_1378,1967,1937,1-0,2025-10-01,06:00:30,"Nimzowitsch Defense: Scandinavian Variation, Bogoljubow Variation, Nimzowitsch Gambit",45
player_07,Black,opponent_0156,2037,1979,0-1,2025-10-01,06:01:14,Nimzowitsch Defense: Colorado Countergambit Accepted,48
player_40,Black,opponent_1440,2282,2342,1-0,2025-10-01,06:01:02,English Defense,67
player_36,White,opponent_0948,1858,1813,0-1,2025-10-01,06:01:04,Caro-Kann Defense: Advance Variation,60
player_34,Black,opponent_1892,2240,2267,1-0,2025-10-01,06:01:45,English Opening: Anglo-Scandinavian Defense,67
player_10,White,opponent_0767,1961,1931,1-0,2025-10-01,06:01:49,Modern Defense: Averbakh System,85
player_07,White,opponent_0620,2042,2076,0-1,2025-10-01,06:03:00,Queen's Pawn Game: Modern Defense,72
player_40,White,opponent_1353,2277,2332,1-0,2025-10-01,06:03:31,Van't Kruijs Opening,47
player_34,White,opponent_1273,2234,2236,0-1,2025-10-01,06:04:07,Danish Gambit,72
player_10,White,opponent_0033,1966,1992,0-1,2025-10-01,06:04:14,Queen's Gambit Accepted: Old Variation,78
player_04,White,opponent_1735,2115,2101,1-0,2025-10-01,06:04:31,Petrov's Defense,35
player_40,Black,opponent_0230,2284,2253,1-0,2025-10-01,06:04:54,Van't Kruijs Opening,75
player_07,Black,opponent_1559,2031,2037,0-1,2025-10-01,06:05:29,Nimzowitsch Defense,114
player_07,Black,opponent_0980,2037,2006,1-0,2025-10-01,06:05:13,Nimzowitsch Defense,11
player_04,Black,opponent_0072,2121,2142,0-1,2025-10-01,06:06:05,French Defense: Bird Invitation,92
player_34,Black,opponent_1654,2229,2238,1-0,2025-10-01,06:06:13,Nimzo-Larsen Attack: Classical Variation,45
player_10,Black,opponent_1069,1961,1970,1-0,2025-10-01,06:06:36,Hungarian Opening: Reversed Modern Defense,79
player_34,Black,opponent_2029,2223,2157,1-0,2025-10-01,06:07:25,Scandinavian Defense: Main Line,37
player_40,White,opponent_0122,2278,2259,0-1,2025-10-01,06:07:23,Van't Kruijs Opening,72
player_07,White,opponent_0358,2037,1981,1-0,2025-10-01,06:08:07,Queen's Pawn Game: Zukertort Variation,43
player_04,White,opponent_1285,2127,2133,0-1,2025-10-01,06:08:27,Sicilian Defense: Hyperaccelerated Dragon,102
player_34,White,opponent_0896,2216,2154,0-1,2025-10-01,06:08:34,Indian Defense: Omega Gambit,40
player_10,White,opponent_0252,1955,2000,1-0,2025-10-01,06:09:02,Slav Defense,59
player_07,Black,opponent_1823,2042,2027,1-0,2025-10-01,06:09:04,Nimzo-Larsen Attack: Classical Variation,7
player_07,Black,opponent_0162,2036,2061,1-0,2025-10-01,06:09:16,Nimzowitsch Defense,69
player_40,Black,opponent_0938,2272,2332,1-0,2025-10-01,06:10:01,French Defense: Normal Variation,87
player_04,Black,opponent_0517,2121,2198,1-0,2025-10-01,06:10:42,Zukertort Opening: Queen's Gambit Invitation,97
player_10,White,opponent_1956,1962,1968,1-0,2025-10-01,06:10:58,Benoni Defense,59
player_07,Black,opponent_2003,2030,2008,0-1,2025-10-01,06:11:35,Old Indian Defense,46
player_40,White,opponent_0178,2267,2262,0-1,2025-10-01,06:12:31,Van't Kruijs Opening,56
player_04,White,opponent_0620,2117,2081,1-0,2025-10-01,06:12:49,Modern Defense,71
player_07,White,opponent_0746,2036,2045,0-1,2025-10-01,06:12:52,Queen's Pawn Game: Anti-Torre,54
player_10,White,opponent_1603,1968,1973,1-0,2025-10-01,06:13:05,"King's Indian Defense: Normal Variation, Rare Defenses",55
player_07,Black,opponent_2022,2030,2039,1-0,2025-10-01,06:14:30,Nimzowitsch Defense,71
player_10,Black,opponent_0763,1974,1951,1-0,2025-10-01,06:14:52,"Sicilian Defense: Kan Variation, Knight Variation",33
player_04,Black,opponent_0374,2122,2095,1-0,2025-10-01,06:14:55,"English Opening: Agincourt Defense, Neo-Catalan Declined",109
player_40,White,opponent_1417,2261,2357,1-0,2025-10-01,06:14:27,Van't Kruijs Opening,47
player_10,Black,opponent_0939,1968,1890,1-0,2025-10-01,06:15:46,Queen's Pawn Game: Colle System,71
player_40,Black,opponent_1417,2268,2350,1-0,2025-10-01,06:16:03,Van't Kruijs Opening,73
player_07,Black,opponent_1546,2025,2062,0-1,2025-10-01,06:16:22,Scotch Game,12
player_07,Black,opponent_1133,2031,1950,0-1,2025-10-01,06:16:41,Queen's Pawn Game: Levitsky Attack,70
player_04,White,opponent_1272,2116,2172,0-1,2025-10-01,06:17:04,French Defense: Steinitz Attack,102
player_10,White,opponent_0763,1961,1969,0-1,2025-10-01,06:17:42,Queen's Gambit Declined: Normal Defense,100
player_07,White,opponent_0277,2036,2111,0-1,2025-10-01,06:18:53,Queen's Pawn Game: Zukertort Variation,66
player_40,Black,opponent_1421,2264,2312,1/2-1/2,2025-10-01,06:18:19,Bird Opening,101
player_04,Black,opponent_1829,2111,2103,0-1,2025-10-01,06:19:05,French Defense: Exchange Variation,106
player_10,Black,opponent_0150,1955,2002,1-0,2025-10-01,06:20:03,Queen's Pawn Game: Mason Attack,89
player_07,Black,opponent_1251,2031,1978,0-1,2025-10-01,06:21:18,Queen's Gambit Declined,48
player_04,White,opponent_0563,2117,2129,1-0,2025-10-01,06:21:22,Nimzowitsch Defense: Declined Variation,87
player_40,Black,opponent_0247,2265,2263,1-0,2025-10-01,06:21:02,French Defense: King's Indian Attack,67
player_10,White,opponent_1073,1950,1997,1-0,2025-10-01,06:22:19,Slav Defense,103
player_07,White,opponent_1909,2036,2048,1-0,2025-10-01,06:22:37,Queen's Pawn Game: Torre Attack,89
player_40,White,opponent_0177,2259,2252,1/2-1/2,2025-10-01,06:23:33,Van't Kruijs Opening,54
player_04,Black,opponent_0492,2123,2123,0-1,2025-10-01,06:23:25,Hungarian Opening: Catalan Formation,86
player_40,White,opponent_0618,2259,2403,1-0,2025-10-01,06:25:04,Van't Kruijs Opening,69
player_07,Black,opponent_1909,2042,2042,0-1,2025-10-01,06:24:55,Nimzowitsch Defense: Colorado Countergambit,90
player_04,White,opponent_1335,2128,2128,1/2-1/2,2025-10-01,06:25:30,"Sicilian Defense: Delayed Alapin Variation, with d6",101
player_07,Black,opponent_1861,2048,2099,0-1,2025-10-01,06:26:54,Nimzowitsch Defense,22
player_04,Black,opponent_1376,2128,2121,0-1,2025-10-01,06:27:43,French Defense: Exchange Variation,96
player_07,White,opponent_0354,2054,2070,1-0,2025-10-01,06:27:49,Queen's Pawn Game: Krause Variation,55
player_40,Black,opponent_1871,2267,2197,1-0,2025-10-01,06:27:29,French Defense: Steinitz Attack,101
player_10,Black,opponent_1951,1957,1943,1-0,2025-10-01,06:28:01,Slav Defense: Quiet Variation,51
player_07,White,opponent_1365,2060,2014,0-1,2025-10-01,06:29:20,Queen's Pawn Game: Modern Defense,68
player_04,White,opponent_0066,2134,2169,0-1,2025-10-01,06:29:46,Scandinavian Defense: Mieses-Kotroc Variation,124
player_40,White,opponent_0154,2260,2255,1-0,2025-10-01,06:30:00,Van't Kruijs Opening,57
player_10,Black,opponent_0527,1951,2002,1-0,2025-10-01,06:29:44,Van't Kruijs Opening,79
player_10,White,opponent_0408,1946,1969,0-1,2025-10-01,06:31:42,Polish Defense,98
player_07,White,opponent_1185,2054,2123,0-1,2025-10-01,06:31:46,Queen's Pawn Game: Torre Attack,70
player_40,Black,opponent_1437,2266,2273,1-0,2025-10-01,06:32:02,English Opening: Agincourt Defense,61
player_04,Black,opponent_1270,2129,2041,1-0,2025-10-01,06:32:02,"French Defense: Horwitz Attack, Papa-Ticulat Gambit",83
player_04,White,opponent_1329,2122,2101,0-1,2025-10-01,06:34:13,Sicilian Defense: Old Sicilian,86
player_07,Black,opponent_1210,2049,2087,1-0,2025-10-01,06:34:01,Queen's Pawn Game: Accelerated London System,65
player_40,White,opponent_1887,2260,2287,1-0,2025-10-01,06:34:17,Van't Kruijs Opening,65
player_10,White,opponent_0527,1941,2018,0-1,2025-10-01,06:34:06,Horwitz Defense,32
player_10,Black,opponent_0026,1936,1944,0-1,2025-10-01,06:35:04,Bird Opening: Dutch Variation,66
player_04,Black,opponent_0732,2116,2082,0-1,2025-10-01,06:36:20,French Defense: Exchange Variation,64
player_07,Black,opponent_1828,2044,2042,0-1,2025-10-01,06:36:18,Zukertort Opening: Tennison Gambit,80
player_10,White,opponent_1954,1942,1985,1-0,2025-10-01,06:36:56,Queen's Gambit Declined: Marshall Defense,65
player_40,White,opponent_0216,2267,2244,1-0,2025-10-01,06:36:42,Van't Kruijs Opening,69
player_07,White,opponent_0667,2050,2072,0-1,2025-10-01,06:38:38,Queen's Pawn Game: Chigorin Variation,86
player_10,Black,opponent_0838,1949,2061,0-1,2025-10-01,06:38:53,Queen's Pawn Game: Colle System,56
player_40,Black,opponent_0591,2272,2252,1-0,2025-10-01,06:39:04,French Defense: Queen's Knight,67
player_07,Black,opponent_0551,2045,2041,1-0,2025-10-01,06:40:58,Bird Opening: Dutch Variation,51
player_10,Black,opponent_1332,1956,1894,1-0,2025-10-01,06:41:22,Zukertort Opening: Sicilian Invitation,59
player_40,Black,opponent_1240,2266,2165,1-0,2025-10-01,06:41:30,Horwitz Defense,73
player_10,White,opponent_1916,1949,1918,0-1,2025-10-01,06:43:09,Queen's Gambit Declined: Marshall Defense,88
player_07,White,opponent_0561,2039,1982,0-1,2025-10-01,06:43:20,Indian Defense: Wade-Tartakower Defense,22
player_07,Black,opponent_1741,2032,1984,1-0,2025-10-01,06:43:55,Queen's Gambit Declined,89
player_40,White,opponent_1151,2259,2244,1-0,2025-10-01,06:43:50,Van't Kruijs Opening,83
player_40,Black,opponent_1759,2264,2442,1-0,2025-10-01,06:45:56,Horwitz Defense,59
player_10,White,opponent_1237,1943,1969,1-0,2025-10-01,06:45:41,King's Indian Defense: Orthodox Variation,75
player_07,White,opponent_0738,2026,2027,0-1,2025-10-01,06:46:13,Queen's Pawn Game: Zukertort Variation,68
player_07,Black,opponent_1918,2020,1999,1-0,2025-10-01,06:48:24,Nimzowitsch Defense,31
player_40,Black,opponent_0071,2261,2274,0-1,2025-10-01,06:48:14,French Defense: Normal Variation,76
player_07,White,opponent_1918,2014,2005,1-0,2025-10-01,06:49:13,Torre Attack: Classical Defense,69
player_40,Black,opponent_0914,2267,2259,1-0,2025-10-01,06:50:46,French Defense: Normal Variation,75
player_07,White,opponent_0432,2020,2024,0-1,2025-10-01,06:51:16,Horwitz Defense,78
player_10,Black,opponent_1243,1949,1987,0-1,2025-10-01,06:51:27,Queen's Pawn Game: London System,66
player_40,White,opponent_0914,2261,2265,1-0,2025-10-01,06:52:58,Van't Kruijs Opening,85
player_07,Black,opponent_1624,2014,2019,1-0,2025-10-01,06:53:01,Nimzowitsch Defense,63
player_10,Black,opponent_1021,1956,1988,0-1,2025-10-01,06:53:34,"Sicilian Defense: Delayed Alapin Variation, with e6",46
player_07,White,opponent_0151,2009,2075,0-1,2025-10-01,06:55:06,Horwitz Defense,102
player_40,Black,opponent_0914,2267,2259,0-1,2025-10-01,06:55:12,French Defense: Normal Variation,80
player_10,White,opponent_0992,1962,1950,1-0,2025-10-01,06:55:53,Queen's Pawn Game: Anglo-Slav Opening,61
player_31,Black,opponent_1109,1957,1961,0-1,2025-10-01,06:57:04,French Defense: Two Knights Variation,66
player_13,Black,opponent_0548,2254,2179,0-1,2025-10-01,06:57:10,Van't Kruijs Opening,134
